title,location,building_location1,building_location2,area,direction,type,description,price
露香园,黄浦,豫园,露香园,266,南 北,4室2厅4卫,SH1639932879368617984,45000
静安豪景苑,静安,江宁路,静安豪景苑,139,南,3室2厅2卫,SH1642460476132556800,24000
金臣汇,闵行,华漕,金臣汇,257,南,4室2厅4卫,SH1643199865406095360,33000
思南公馆,黄浦,淮海中路,思南公馆,150,南,2室2厅2卫,SH1644998909795237888,40000
华侨城苏河湾行政公馆,静安,西藏北路,华侨城苏河湾行政公馆,150,南,2室2厅2卫,SH1644634726608142336,28000
复地雅园公馆,黄浦,豫园,复地雅园公馆,141,南,3室2厅2卫,SH2895591556796907520,26000
中建朗阅府,浦东,张江,中建朗阅府,173,南,4室2厅3卫,SH2896938822606520320,31000
龙湖天钜,闵行,颛桥,龙湖天钜,268,南 北,4室2厅2卫,SH1687743216264151040,26000
万科翡翠雅宾利,静安,西藏北路,万科翡翠雅宾利,186,南,3室2厅3卫,SH1687756073873702912,34000
西郊庄园马德里洋房,闵行,华漕,西郊庄园马德里洋房,223,南,3室2厅4卫,SH1687667579251851264,33000
仁恒东郊花园,浦东,唐镇,仁恒东郊花园,220,南,4室2厅3卫,SH1680454693412667392,26000
晶耀名邸三期,浦东,杨思前滩,晶耀名邸三期,112,南 北,3室2厅1卫,SH1681540582125600768,23000
徐汇苑,徐汇,龙华,徐汇苑,190,南,4室2厅2卫,SH1681547327048777728,23000
仁恒西郊花园,青浦,徐泾,仁恒西郊花园,223,东南,4室2厅3卫,SH1688533565240770560,26000
碧云东方公寓,浦东,碧云,碧云东方公寓,142,南,3室2厅2卫,SH1689172980082409472,22000
耀江花园,黄浦,世博滨江,耀江花园,128,南,3室2厅2卫,SH1683074651367931904,23000
财富海景花园,浦东,陆家嘴,财富海景花园,253,南,3室2厅3卫,SH1682717188349231104,49000
尚海湾豪庭,徐汇,徐汇滨江,尚海湾豪庭,169,南,3室2厅2卫,SH1682719462794461184,35000
融创滨江壹号院,黄浦,世博滨江,融创滨江壹号院,165,南,3室3厅2卫,SH1689853823536857088,53000
兴盛公寓,徐汇,衡山路,兴盛公寓,170,南,3室2厅2卫,SH1683690794344513536,61000
御翠豪庭,长宁,古北,御翠豪庭,229,南,4室2厅3卫,SH1690005517914603520,45000
四季雅苑(公寓),浦东,联洋,四季雅苑(公寓),153,南,3室2厅2卫,SH1690292104808366080,25800
新外滩花苑,虹口,北外滩,新外滩花苑,171,南,3室2厅2卫,SH1690349054694785024,23000
融创外滩壹号院,黄浦,黄浦滨江,融创外滩壹号院,289,南,4室2厅4卫,SH1690361963550343168,130000
中核锦悦府,青浦,徐泾,中核锦悦府,286,南,5室3厅3卫,SH1690921235279511552,25000
中企滨江悦府,浦东,梅园,中企滨江悦府,249,南,4室2厅3卫,SH1691321712827695104,48000
耀江花园,黄浦,世博滨江,耀江花园,151,南,3室2厅2卫,SH1650701413673598976,25000
万科时一区(二期）,闵行,华漕,万科时一区(二期）,141,南 北,4室2厅2卫,SH1604362142989942784,22000
中福城,黄浦,南京东路,中福城,184,南,4室2厅2卫,SH1654050081550106624,37000
仁恒滨江园,浦东,陆家嘴,仁恒滨江园,220,南,4室2厅3卫,SH1654124780149800960,45000
上海星河湾,闵行,颛桥,上海星河湾,247,南,3室2厅3卫,SH1654440973540786176,31000
龙湖天琅,闵行,老闵行,龙湖天琅,231,南 北,4室2厅3卫,SH2892623719590019072,25000
龙湖天琅,闵行,老闵行,龙湖天琅,231,南,4室2厅3卫,SH2893503424991592448,23000
长堤花园别墅,青浦,徐泾,长堤花园别墅,586,南,5室4厅4卫,SH2898528783890399232,37000
久事西郊花园,青浦,徐泾,久事西郊花园,258,南,5室3厅5卫,SH2900651586903097344,38000
金地天御,青浦,徐泾,金地天御,557,南,4室3厅4卫,SH2901345775537889280,35000
御墅名邸国际酒店,长宁,西郊,御墅名邸国际酒店,354,南,5室2厅2卫,SH1565258674065113088,34388
太平花园,静安,南京西路,太平花园,123,南 北,3室2厅2卫,SH1575331223327211520,34000
浦东星河湾,浦东,北蔡,浦东星河湾,242,南 北,4室2厅4卫,SH1574759835759542272,48000
华业大厦,徐汇,斜土路,华业大厦,229,东南 南 西南,3室2厅2卫,SH1572517697760002048,30000
圣约翰名邸,长宁,中山公园,圣约翰名邸,288,南,4室2厅3卫,SH1575448990634213376,40000
世茂滨江花园,浦东,陆家嘴,世茂滨江花园,235,西,3室2厅3卫,SH1576846923078303744,30000
臻水岸苑,青浦,赵巷,臻水岸苑,415,南,4室2厅5卫,SH1578724679907016704,33000
宁馨苑,静安,静安寺,宁馨苑,171,南,3室2厅2卫,SH1583081874727632896,42800
露香苑,黄浦,豫园,露香苑,137,南,3室2厅2卫,SH2879592921848348672,45000
长宁88金廷,长宁,中山公园,长宁88金廷,353,南,5室3厅3卫,SH2876626846534352896,55000
迎龙大厦(公寓),长宁,新华路,迎龙大厦(公寓),253,南 西 北,4室2厅3卫,SH2877406827207720960,28000
宁馨苑,静安,静安寺,宁馨苑,115,东南 南 西南,2室2厅2卫,SH2876705335752523776,29000
公馆77,黄浦,老西门,公馆77,138,南,3室2厅2卫,SH2885358866336858112,26000
景瑞尚滨江,浦东,塘桥,景瑞尚滨江,214,东南,3室2厅3卫,SH2885459340301705216,70000
绿宝园,浦东,康桥,绿宝园,295,南,3室3厅3卫,SH1715270609983766528,37000
古北国际花园,长宁,古北,古北国际花园,185,南,3室2厅2卫,SH1712825041160241152,30000
碧云左岸,浦东,高行,碧云左岸,293,南 北,4室2厅3卫,SH1715335222477717504,25000
新华御庭,长宁,新华路,新华御庭,171,南,3室2厅2卫,SH1715616888081350656,25000
久事西郊花园,青浦,徐泾,久事西郊花园,283,南,5室3厅3卫,SH1713067859841646592,33000
凯欣豪园,长宁,中山公园,凯欣豪园,156,南,3室2厅1卫,SH1713123173202919424,23000
亚都国际名园,徐汇,徐家汇,亚都国际名园,141,南 北,3室2厅2卫,SH1714139309348487168,22500
联兴大厦,黄浦,打浦桥,联兴大厦,161,南 北,4室2厅2卫,SH1713795760111222784,23800
莱诗邸,徐汇,徐家汇,莱诗邸,187,南,3室2厅2卫,SH1714570565475368960,22000
蓼花汀花园(公寓),闵行,七宝,蓼花汀花园(公寓),210,南,3室2厅4卫,SH1714909258027368448,22000
三湘印象名邸,浦东,杨思前滩,三湘印象名邸,87,南 北,2室1厅1卫,SH1714908085731983360,23000
云顶别墅,松江,泗泾,云顶别墅,489,南,6室2厅4卫,SH1713910766660222976,30000
中信君廷,徐汇,龙华,中信君廷,154,南,3室2厅2卫,SH1708443575311663104,37000
四季晶园,长宁,古北,四季晶园,139,南,3室2厅1卫,SH1705538797229309952,23000
大宁金茂府,静安,大宁,大宁金茂府,202,南 北,4室2厅3卫,SH1708487231246696448,39000
九龙仓玺园,杨浦,新江湾城,九龙仓玺园,152,南,3室2厅2卫,SH1705780618333257728,21000
西郊华城,青浦,徐泾,西郊华城,266,南,5室2厅3卫,SH1705811834512080896,42000
天山河畔花园,长宁,天山,天山河畔花园,154,南 北,3室1厅2卫,SH1705915193722142720,22000
静鼎安邦府邸(别墅),静安,曹家渡,静鼎安邦府邸(别墅),312,南,5室4厅5卫,SH1707051228292186112,50000
桃花源田庄,松江,莘闵别墅,桃花源田庄,322,南,4室2厅6卫,SH1708083225655508992,22000
古北大成公馆,闵行,金虹桥,古北大成公馆,153,南,3室2厅2卫,SH1707954552579293184,30000
安盛杉庄,青浦,徐泾,安盛杉庄,340,南,4室2厅4卫,SH1709062780084027392,28000
中海建国里,黄浦,老西门,中海建国里,152,南 北,3室2厅2卫,SH1708035508690485248,40000
上海民德花苑二期,静安,西藏北路,上海民德花苑二期,111,南 北,2室1厅2卫,SH1710187975469432832,27000
广场大厦,长宁,古北,广场大厦,142,南,3室2厅2卫,SH1708100632382013440,25000
大千美墅,闵行,七宝,大千美墅,214,南,4室2厅5卫,SH1607570260922204160,27800
泰府名邸,静安,南京西路,泰府名邸,157,南,3室2厅2卫,SH1607984144292249600,25000
兆丰嘉园,长宁,中山公园,兆丰嘉园,157,东南 南,3室2厅2卫,SH1609179138524971008,28000
静安四季苑,静安,南京西路,静安四季苑,155,南,3室2厅2卫,SH1610269536022429696,33000
虹桥豪苑,长宁,虹桥,虹桥豪苑,107,南,2室1厅2卫,SH1710531552603013120,22500
宝华城市之星,普陀,光新,宝华城市之星,146,南 北,3室2厅2卫,SH1710569809025957888,28000
总统公寓,长宁,镇宁路,总统公寓,140,南,4室2厅2卫,SH1710631496471019520,22800
嘉里华庭,长宁,镇宁路,嘉里华庭,237,南,4室2厅2卫,SH1710852456939782144,56000
中粮天悦壹号,静安,西藏北路,中粮天悦壹号,223,南,4室2厅4卫,SH1710896922497122304,60000
金汇华光城,闵行,金汇,金汇华光城,236,南,4室2厅3卫,SH1703403518062231552,22000
中福浦江汇,黄浦,蓬莱公园,中福浦江汇,116,南,2室2厅1卫,SH1703780862111252480,25000
毕加索小镇(一期)(别墅),浦东,唐镇,毕加索小镇(一期)(别墅),242,南,3室2厅2卫,SH1703811184781688832,24000
汇宁花园,徐汇,徐家汇,汇宁花园,396,南 北,6室2厅5卫,SH1700105792960593920,69600
农房熙藏苑,静安,西藏北路,农房熙藏苑,215,南,3室2厅2卫,SH1704115992919015424,28000
融创滨江壹号院,黄浦,世博滨江,融创滨江壹号院,266,南,4室2厅3卫,SH1701866767720120320,60000
瑞虹新城怡庭,虹口,临平路,瑞虹新城怡庭,204,南,3室2厅2卫,SH1701067074111012864,30000
愚园公馆,长宁,中山公园,愚园公馆,169,南,5室2厅2卫,SH1701126760113897472,33000
同润圣塔路斯,松江,泗泾,同润圣塔路斯,435,南,4室2厅4卫,SH1704540182969057280,22000
佘山银湖别墅,松江,泗泾,佘山银湖别墅,404,南,5室3厅4卫,SH1701477245631070208,42000
海琪园,黄浦,黄浦滨江,海琪园,156,南,3室2厅2卫,SH1701532617620324352,23000
国际丽都城,静安,南京西路,国际丽都城,127,南,2室1厅1卫,SH1682311007684263936,21000
百汇园,徐汇,徐汇滨江,百汇园,113,南 北,2室2厅2卫,SH1682727616290750464,25500
宝华海尚郡领,浦东,北蔡,宝华海尚郡领,162,南,4室2厅2卫,SH1711370705624367104,28000
天山怡景苑,长宁,天山,天山怡景苑,155,南 北,3室2厅2卫,SH1709551301211193344,21500
世茂滨江花园,浦东,陆家嘴,世茂滨江花园,129,西南,2室2厅2卫,SH1709559826725470208,21000
前滩东方惠礼,浦东,杨思前滩,前滩东方惠礼,114,南,3室1厅2卫,SH1712779411540934656,23000
达安广场,静安,静安寺,达安广场,190,南 北,3室2厅2卫,SH1711623735347249152,29000
中信君廷,徐汇,龙华,中信君廷,179,南,3室2厅3卫,SH1710946908706439168,36000
翡翠名都,闵行,金虹桥,翡翠名都,162,南,3室2厅2卫,SH1711969363562594304,29000
古北大成公馆,闵行,金虹桥,古北大成公馆,164,南,3室2厅2卫,SH1711982754075246592,35000
翡翠名都,闵行,金虹桥,翡翠名都,316,南,5室2厅3卫,SH1711977266277253120,49000
地产尚海郦景,浦东,梅园,地产尚海郦景,167,南 北,3室2厅2卫,SH1712011844614356992,31000
虹景家苑,长宁,仙霞,虹景家苑,208,南,5室2厅3卫,SH1712105000462712832,30000
瑞虹新城天悦郡庭,虹口,临平路,瑞虹新城天悦郡庭,143,南,2室2厅2卫,SH1711013618239143936,26000
静鼎安邦府邸(公寓),静安,曹家渡,静鼎安邦府邸(公寓),267,东 南 北,5室2厅3卫,SH1711261045441429504,43000
绿地海珀风华(别墅),青浦,赵巷,绿地海珀风华(别墅),228,南,5室2厅3卫,SH1711294295333404672,22000
上海滩新昌城,黄浦,人民广场,上海滩新昌城,150,南,3室2厅2卫,SH1712304161829158912,22600
古北大成公馆,闵行,金虹桥,古北大成公馆,125,南 北,2室2厅2卫,SH1712333773904805888,22000
九龙仓静安壹号,静安,静安寺,九龙仓静安壹号,248,南,5室2厅4卫,SH1646430779682586624,82000
黄浦华庭,黄浦,蓬莱公园,黄浦华庭,135,南 北,3室2厅2卫,SH1567721485961789440,23500
云间绿大地,浦东,碧云,云间绿大地,325,南,5室2厅5卫,SH1647888344262115328,75000
振安广场,静安,南京西路,振安广场,226,东 南,4室2厅2卫,SH1648616909471481856,25500
盛世滨江壹号公馆,黄浦,世博滨江,盛世滨江壹号公馆,146,西,2室1厅1卫,SH1648229904606560256,27000
爱法新都,浦东,金桥,爱法新都,232,南,5室3厅5卫,SH1684454546371248128,30000
浦发壹滨江,浦东,洋泾,浦发壹滨江,150,南,3室2厅2卫,SH1691379382557343744,38000
兆丰帝景苑,徐汇,徐家汇,兆丰帝景苑,168,南 北,3室2厅2卫,SH1684800256119668736,25800
金地佘山天境(公寓),青浦,赵巷,金地佘山天境(公寓),418,南,4室2厅4卫,SH1585127928125980672,35000
凯旋汇,浦东,陆家嘴,凯旋汇,98,南,2室1厅2卫,SH1586720018815516672,29000
虹桥融景,青浦,徐泾,虹桥融景,327,南 北,4室2厅5卫,SH1714198697564176384,40000
新城虹口金茂府,虹口,凉城,新城虹口金茂府,106,南,3室2厅2卫,SH1715199062141042688,20500
宝华城市之星,普陀,光新,宝华城市之星,141,南,3室2厅2卫,SH1715270747955396608,30000
丝庐花语,徐汇,斜土路,丝庐花语,144,南 北,3室2厅2卫,SH1715282720180928512,21000
公馆77,黄浦,老西门,公馆77,156,南,3室2厅2卫,SH1715322973746888704,26800
瑞苑公寓,浦东,梅园,瑞苑公寓,157,南 北,2室2厅2卫,SH1681982889618571264,22000
尚海湾豪庭,徐汇,徐汇滨江,尚海湾豪庭,169,南,3室2厅2卫,SH1683086078468161536,30000
兴盛公寓,徐汇,衡山路,兴盛公寓,170,南,3室2厅2卫,SH1683690794344513536,61000
地产尚海郦景,浦东,梅园,地产尚海郦景,168,南,3室2厅2卫,SH1689943058809880576,31000
虹桥融景,青浦,徐泾,虹桥融景,489,南,4室2厅3卫,SH1683866793573089280,48000
静安枫景苑,静安,江宁路,静安枫景苑,151,南 北,4室2厅2卫,SH1690251821743865856,25000
丽晶大厦,长宁,虹桥,丽晶大厦,219,南,3室2厅2卫,SH1691363599366225920,30000
古北国际广场,长宁,古北,古北国际广场,127,南,2室2厅2卫,SH1610873804312018944,28000
天山怡景苑,长宁,天山,天山怡景苑,147,南 北,3室2厅2卫,SH1612713637456117760,21500
静安枫景苑,静安,江宁路,静安枫景苑,128,南,3室2厅2卫,SH1627280196354703360,27000
尚泰里,长宁,镇宁路,尚泰里,92,南,2室1厅1卫,SH1634103769731956736,20500
露香园,黄浦,豫园,露香园,266,南 北,4室2厅4卫,SH1639932879368617984,45000
中凯城市之光(静安),静安,南京西路,中凯城市之光(静安),107,南,2室1厅2卫,SH1705061916759556096,22000
九龙仓静安壹号,静安,静安寺,九龙仓静安壹号,159,南,3室2厅3卫,SH1703965809535090688,52000
九龙仓玺园,杨浦,新江湾城,九龙仓玺园,224,南,3室2厅2卫,SH1704003745269940224,25000
远中风华园(公寓),静安,南京西路,远中风华园(公寓),134,南,2室2厅2卫,SH1705604560002744320,25000
新湖青蓝国际,静安,西藏北路,新湖青蓝国际,140,南,3室2厅2卫,SH1704047510567256064,25000
上海天玺,徐汇,衡山路,上海天玺,270,南 北,4室2厅3卫,SH1704094323844317184,100000
莱诗邸,徐汇,徐家汇,莱诗邸,150,南,3室2厅2卫,SH1704083574648471552,23000
大宁揽翠艺墅,静安,大宁,大宁揽翠艺墅,387,南,4室3厅3卫,SH1702315112209055744,20500
静安枫景苑,静安,江宁路,静安枫景苑,105,南,2室2厅2卫,SH1702578280298708992,22000
华侨城,普陀,长寿路,华侨城,121,南,3室2厅2卫,SH1712341746622398464,30000
南郊别墅(别墅),闵行,颛桥,南郊别墅(别墅),456,南,4室3厅3卫,SH1713467135105171456,37000
君御豪庭,静安,江宁路,君御豪庭,180,南,3室2厅2卫,SH1713545188380508160,26000
灿辉晶典1733,青浦,徐泾,灿辉晶典1733,217,南,4室2厅3卫,SH1713552115814629376,25800
浦发壹滨江,浦东,洋泾,浦发壹滨江,150,南,3室2厅2卫,SH1691379382557343744,38000
华丽家族花园,浦东,联洋,华丽家族花园,155,南,3室2厅2卫,SH1685263731635781632,22000
浦发壹滨江,浦东,洋泾,浦发壹滨江,150,南,3室2厅2卫,SH1685876094420385792,32000
同济融创玫瑰公馆,闵行,古美,同济融创玫瑰公馆,95,南,3室2厅1卫,SH1686325623162667008,24000
名都古北,闵行,金虹桥,名都古北,125,南,2室2厅2卫,SH1692009351071399936,21000
绿地海珀玉晖,普陀,武宁,绿地海珀玉晖,279,东 南 西 北,4室2厅4卫,SH1686368278143827968,42000
泰欣嘉园,普陀,武宁,泰欣嘉园,171,南,3室2厅2卫,SH1686365388587139072,21500
财富海景花园,浦东,陆家嘴,财富海景花园,194,南,2室2厅2卫,SH1692066085500616704,31000
兆丰帝景苑,徐汇,徐家汇,兆丰帝景苑,157,南,3室2厅2卫,SH1686667322548289536,25500
新湖明珠城（三期）,普陀,武宁,新湖明珠城（三期）,179,南,4室2厅2卫,SH1692161117037527040,25000
永嘉路689弄,徐汇,衡山路,永嘉路689弄,155,南 西南 北,3室2厅2卫,SH1687001572300554240,28000
世茂湖滨花园(公寓),浦东,碧云,世茂湖滨花园(公寓),136,南,2室2厅2卫,SH1687007423035867136,23000
露香苑,黄浦,豫园,露香苑,120,南,3室2厅2卫,SH1687014209432322048,45000
中建大公馆,杨浦,新江湾城,中建大公馆,344,南,5室3厅4卫,SH1685130289690443776,30000
宝格丽酒店公寓,静安,西藏北路,宝格丽酒店公寓,199,南,3室2厅2卫,SH1684925921640841216,75000
尚海湾豪庭(二期）,徐汇,徐汇滨江,尚海湾豪庭(二期）,171,南,2室2厅2卫,SH1684939832524013568,30000
东方巴黎,徐汇,衡山路,东方巴黎,127,南,3室2厅2卫,SH1688420440675975168,28000
大唐盛世花园（一期）,浦东,花木,大唐盛世花园（一期）,166,南,4室2厅2卫,SH1693553783683940352,21500
凯迪澳澜湾,青浦,赵巷,凯迪澳澜湾,209,南 西南,4室2厅4卫,SH1685651338010034176,25000
绿地海珀外滩,黄浦,黄浦滨江,绿地海珀外滩,256,南 北,5室2厅3卫,SH1685642890950213632,110000
古北瑞仕花园,长宁,古北,古北瑞仕花园,125,南,2室2厅2卫,SH1686303378075811840,24000
上海滩新昌城,黄浦,人民广场,上海滩新昌城,139,南,3室2厅2卫,SH1685995010253651968,22000
滨江凯旋门,浦东,陆家嘴,滨江凯旋门,181,南,2室2厅3卫,SH1686309675668078592,58000
瑞苑公寓,浦东,梅园,瑞苑公寓,157,南 北,2室2厅2卫,SH1681982889618571264,22000
古北壹号,闵行,金虹桥,古北壹号,259,南 北,3室2厅4卫,SH1682384683238686720,138000
尚海湾豪庭,徐汇,徐汇滨江,尚海湾豪庭,169,南,3室2厅2卫,SH1683086078468161536,30000
仁恒森兰雅苑(一期),浦东,高行,仁恒森兰雅苑(一期),239,南,4室3厅3卫,SH1683082778050035712,30000
凯德林茵湖畔(公寓),闵行,华漕,凯德林茵湖畔(公寓),178,南,3室2厅3卫,SH1683144068957208576,23000
百汇园,徐汇,徐汇滨江,百汇园,113,南 北,2室2厅2卫,SH1682727616290750464,25500
兆丰嘉园,长宁,中山公园,兆丰嘉园,121,南,2室2厅1卫,SH1684085507841064960,26500
百汇园,徐汇,徐汇滨江,百汇园,114,南,2室2厅1卫,SH1676591701428273152,23000
名都古北,闵行,金虹桥,名都古北,228,南,4室2厅3卫,SH1676919734966157312,36800
